measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
5,Prevalence,196,South Africa,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.039829205623727874,0.04681777610483351,0.03374191535895015
5,Prevalence,196,South Africa,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3846.314233363236,4519.435931110071,3261.7930715717794
5,Prevalence,97,Argentina,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.027119692044114106,0.029878266000827186,0.024739808023092676
5,Prevalence,97,Argentina,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2542.2936290861635,2801.7787566849684,2316.9251339494276
5,Prevalence,97,Argentina,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.054281318409691845,0.06001148375307711,0.04884137786945365
5,Prevalence,97,Argentina,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,5088.550176088705,5625.827284808512,4583.943277659172
5,Prevalence,305,Bermuda,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.04081308923234227,0.04669282267610504,0.035738828857526266
5,Prevalence,305,Bermuda,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3948.713928001163,4506.888393539807,3457.032516280442
5,Prevalence,154,Tunisia,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.05578731818978518,0.06431766318031935,0.048532583203973245
5,Prevalence,154,Tunisia,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,5321.740658191673,6149.04863706983,4641.4961490327905
5,Prevalence,154,Tunisia,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.055376032417650836,0.06874121073499095,0.04375838894994079
5,Prevalence,154,Tunisia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,5282.585662834647,6578.994561462761,4156.393917997217
5,Prevalence,41,Uzbekistan,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.030747972491681947,0.03553184906314562,0.026632677636894832
5,Prevalence,41,Uzbekistan,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2901.5660331081494,3355.8037187495665,2513.8940156315875
5,Prevalence,41,Uzbekistan,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.020846829550527367,0.02643062423978097,0.016154892711483643
5,Prevalence,41,Uzbekistan,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,1967.2284601567228,2488.7339392755657,1528.161510507736
5,Prevalence,175,Burundi,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03354194558050736,0.03911765657209089,0.028719860938582253
5,Prevalence,175,Burundi,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3255.149502696835,3790.2247279503204,2782.321856435822
5,Prevalence,181,Madagascar,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03551159225697459,0.041317279669834846,0.030523667303717222
5,Prevalence,181,Madagascar,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3441.896000668597,4008.469272224999,2953.0975691773956
5,Prevalence,181,Madagascar,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.035655785224025155,0.045750036959757434,0.027702743654719805
5,Prevalence,181,Madagascar,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3455.870732905824,4451.275067191562,2689.5396344109977
5,Prevalence,55,Slovenia,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04010127433610599,0.05015010080177396,0.03265801825907741
5,Prevalence,55,Slovenia,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3829.5010375984575,4779.889571908657,3113.436489180452
5,Prevalence,163,India,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.030852183833417365,0.036017266409223994,0.026412151059123277
5,Prevalence,163,India,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3010.570506060625,3510.3534068930408,2574.976511683858
5,Prevalence,183,Mauritius,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.04528649150548396,0.05204110483612712,0.039476933204151146
5,Prevalence,183,Mauritius,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,4410.571355696858,5064.819466936727,3843.3033855344593
5,Prevalence,183,Mauritius,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04340684827975453,0.05421638768623748,0.03467241438825634
5,Prevalence,183,Mauritius,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4227.5130442485615,5284.160403407968,3364.608956252008
5,Prevalence,77,Cyprus,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.03683669469114498,0.04272098224287446,0.032224789818830216
5,Prevalence,77,Cyprus,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3490.396876854835,4050.5796203740138,3053.5624436831845
5,Prevalence,77,Cyprus,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.0732588491197638,0.09190813079130217,0.05910982489201275
5,Prevalence,77,Cyprus,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,6941.634201061945,8720.930611374506,5604.5228172960715
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.023476352833997318,0.02745581350353326,0.020188467894258204
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2260.874305523351,2649.025385461401,1944.6110704782443
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.03504841376931328,0.04415785363442042,0.02765562234709622
5,Prevalence,19,Timor-Leste,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,3375.3027412900046,4251.85648758684,2652.0969479875066
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.02576097239101108,0.030430717494273445,0.022149952255539153
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2484.4529861353926,2923.4866750373694,2132.505379064385
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.04446112433826319,0.05460300326647558,0.03588762334916947
5,Prevalence,12,Lao People's Democratic Republic,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,4287.975710189508,5253.837580644549,3463.8115372453535
5,Prevalence,34,Azerbaijan,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.030168117711304454,0.03541766832271097,0.026287001968316705
5,Prevalence,34,Azerbaijan,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2856.714855956498,3366.2426405246524,2488.624348928993
5,Prevalence,99,Uruguay,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.033588999261794525,0.03858350079817198,0.029669190117116225
5,Prevalence,99,Uruguay,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,3157.121074605285,3620.798475196724,2792.0186549445584
5,Prevalence,99,Uruguay,3,Both,22,All ages,571,Anxiety disorders,2,Percent,2015,0.057046576225586565,0.07131664836528198,0.045549934624669726
5,Prevalence,99,Uruguay,3,Both,22,All ages,571,Anxiety disorders,3,Rate,2015,5362.026959559821,6725.172870110399,4284.135128288502
5,Prevalence,15,Myanmar,3,Both,22,All ages,567,Depressive disorders,2,Percent,2015,0.021787828936346326,0.0266775584510696,0.018162501936536395
5,Prevalence,15,Myanmar,3,Both,22,All ages,567,Depressive disorders,3,Rate,2015,2120.541407802317,2591.0735746713044,1769.0770310447003
